Age,Survived,Sex,SibSp,Parch,Fare,Cabin,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Rare
24.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,3.32218303393412,0,1,0,0,1,0,0,0,0,1,0,0
23.5,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
2.0,0,0,1,2,5.020915603503812,1,1,0,0,0,0,1,0,1,0,0,0
0.0,1,1,0,0,3.417726683613366,1,1,0,0,0,0,1,0,0,1,0,0
50.0,1,0,0,1,5.5114946188815885,6,1,0,0,1,0,0,0,0,0,1,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
0.0,1,1,2,0,3.1463051320333655,0,0,0,1,0,1,0,0,0,1,0,0
19.0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.513656063073986,2,0,1,0,0,1,0,0,1,0,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.92,1,1,1,2,5.020915603503812,1,1,0,0,0,0,1,1,0,0,0,0
0.0,1,0,0,0,4.708478296903478,0,1,0,0,1,0,0,0,1,0,0,0
17.0,1,0,1,0,4.690430029938915,1,1,0,0,1,0,0,0,0,0,0,1
30.0,0,1,1,0,3.1780538303479458,0,0,1,0,1,0,0,0,0,1,0,0
30.0,1,0,0,0,4.041808390519271,2,1,0,0,1,0,0,0,1,0,0,0
24.0,1,0,0,0,4.4207460202604185,1,1,0,0,1,0,0,0,1,0,0,0
18.0,1,0,2,2,5.569774778140797,6,1,0,0,1,0,0,0,1,0,0,0
26.0,0,0,1,1,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
28.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
43.0,0,1,1,1,3.2676659890376327,0,0,1,0,0,0,1,0,0,1,0,0
26.0,1,0,0,0,2.061048420562944,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
54.0,0,1,0,0,2.6390573296152584,0,0,1,0,0,0,1,0,0,0,0,1
31.0,1,0,0,2,5.1051372686027685,1,1,0,0,0,0,1,0,1,0,0,0
40.0,1,0,1,1,4.901564199041894,2,1,0,0,1,0,0,0,0,0,1,0
22.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
27.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
30.0,1,0,0,0,2.513656063073986,0,0,1,0,0,1,0,0,1,0,0,0
22.0,1,0,1,1,3.367295829986474,0,0,1,0,0,0,1,0,0,0,1,0
0.0,0,1,8,2,4.242045918369452,0,0,0,1,0,0,1,0,0,1,0,0
36.0,1,0,0,0,4.909954920578875,1,1,0,0,1,0,0,0,1,0,0,0
61.0,0,1,0,0,1.830579461077637,0,0,0,1,0,0,1,0,0,1,0,0
36.0,1,0,0,0,2.5649493574615367,4,0,1,0,0,0,1,0,0,0,1,0
31.0,1,0,1,1,3.021643655338492,0,0,0,1,0,0,1,0,0,0,1,0
16.0,1,0,0,1,4.0600843255369865,6,1,0,0,1,0,0,0,1,0,0,0
0.0,1,0,2,0,3.1463051320333655,0,0,0,1,0,1,0,0,1,0,0,0
45.5,0,1,0,0,3.349904087274605,1,1,0,0,0,0,1,0,0,1,0,0
38.0,0,1,0,1,5.033456237506958,1,1,0,0,0,0,1,0,0,1,0,0
16.0,0,1,2,0,2.8903717578961645,0,0,0,1,0,0,1,0,0,0,0,1
0.0,1,0,1,0,4.895224442584928,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
29.0,0,1,1,0,4.198704577546343,1,1,0,0,0,0,1,0,0,1,0,0
41.0,1,0,0,0,4.901564199041894,2,1,0,0,1,0,0,0,1,0,0,0
45.0,1,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
45.0,0,1,0,0,3.56953269648137,8,1,0,0,0,0,1,0,0,1,0,0
2.0,1,1,1,1,3.258096538021482,7,0,1,0,0,0,1,1,0,0,0,0
24.0,1,0,3,2,5.572154032177765,1,1,0,0,0,0,1,0,1,0,0,0
28.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
25.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
36.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
24.0,1,0,0,0,2.5649493574615367,7,0,1,0,0,0,1,0,1,0,0,0
40.0,1,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
0.0,1,0,1,0,2.7788192719904172,0,0,0,1,0,0,1,0,0,0,1,0
3.0,1,1,1,1,2.766319109226186,0,0,0,1,0,0,1,1,0,0,0,0
42.0,0,1,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
23.0,0,1,0,0,2.221917189926591,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,3.5553480614894135,1,1,0,0,0,0,1,0,0,1,0,0
15.0,0,1,1,1,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
25.0,0,1,1,0,2.8791984572980396,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
28.0,0,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,0,0,1
22.0,1,0,0,1,4.007333185232471,2,1,0,0,0,0,1,0,1,0,0,0
38.0,0,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
0.0,1,0,0,0,2.0642263758733557,0,0,0,1,0,1,0,0,1,0,0,0
0.0,1,0,0,0,2.0642263758733557,0,0,0,1,0,1,0,0,1,0,0,0
40.0,0,1,1,4,3.32862668882732,0,0,0,1,0,0,1,0,0,1,0,0
29.0,0,1,1,0,3.32218303393412,0,0,1,0,1,0,0,0,0,0,0,1
45.0,0,0,0,1,2.6709850297651974,0,0,0,1,1,0,0,0,0,0,1,0
35.0,0,1,0,0,1.9530276168241774,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,1,0,2.740840023925201,0,0,0,1,0,1,0,0,0,1,0,0
30.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
60.0,1,0,1,0,4.3208159036289855,4,1,0,0,1,0,0,0,0,0,1,0
0.0,1,0,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,0,1,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
24.0,1,0,0,0,4.238444906195857,6,1,0,0,1,0,0,0,0,0,0,1
25.0,1,1,1,0,4.015332018192187,2,1,0,0,1,0,0,0,0,1,0,0
18.0,0,1,1,0,1.8711558142080713,0,0,0,1,0,0,1,0,0,1,0,0
19.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
22.0,0,1,0,0,4.909954920578875,0,1,0,0,1,0,0,0,0,1,0,0
3.0,0,0,3,1,3.048087503887919,0,0,0,1,0,0,1,0,1,0,0,0
0.0,1,0,1,0,4.408800007809053,0,1,0,0,1,0,0,0,0,0,1,0
22.0,1,0,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,1,0,0,0
27.0,0,1,0,2,5.354224998486333,1,1,0,0,1,0,0,0,0,1,0,0
20.0,0,1,0,0,1.3894144884561344,0,0,0,1,1,0,0,0,0,1,0,0
19.0,0,1,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
42.0,1,0,0,0,5.427260122463419,0,1,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0,2,2.7563132422397203,0,0,0,1,1,0,0,0,1,0,0,0
32.0,0,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
35.0,1,0,1,0,3.9512437185814275,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
18.0,0,1,0,0,4.297285406218791,0,0,1,0,0,0,1,0,0,1,0,0
1.0,0,1,5,2,3.8480176754522337,0,0,0,1,0,0,1,1,0,0,0,0
36.0,1,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.0450053643587083,0,0,0,1,0,1,0,0,0,1,0,0
17.0,1,0,0,0,2.4849066497880004,0,0,1,0,1,0,0,0,1,0,0,0
36.0,1,1,1,2,4.787491742782046,6,1,0,0,0,0,1,0,0,1,0,0
21.0,1,1,0,0,2.0535851271346086,0,0,0,1,0,0,1,0,0,1,0,0
28.0,0,1,2,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
23.0,1,0,1,0,4.729818490553202,4,1,0,0,1,0,0,0,1,0,0,0
24.0,1,0,0,2,2.8154087194227095,3,0,0,1,0,0,1,0,0,0,1,0
22.0,0,1,0,0,2.0535851271346086,0,0,0,1,0,0,1,0,0,1,0,0
31.0,0,0,0,0,2.061048420562944,0,0,0,1,0,0,1,0,1,0,0,0
46.0,0,1,0,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,0,0,1
28.0,1,0,0,0,2.5376572151735295,0,0,1,0,0,0,1,0,0,0,1,0
39.0,1,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
26.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
21.0,0,0,1,0,2.284930157755325,0,0,0,1,0,0,1,0,1,0,0,0
28.0,0,1,1,0,2.7631695003232895,0,0,0,1,0,0,1,0,0,1,0,0
20.0,0,0,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,1,0,0,0
34.0,0,1,1,0,3.044522437723423,0,0,1,0,0,0,1,0,0,1,0,0
51.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,0,1,0,0,1,0,0
3.0,1,1,1,1,2.9311937524164198,0,0,1,0,0,0,1,1,0,0,0,0
21.0,0,1,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,0,3,1,3.237371716404032,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,1.925459597615898,0,0,0,1,0,1,0,0,0,1,0,0
33.0,1,0,1,0,4.499809670330265,1,1,0,0,0,1,0,0,1,0,0,0
0.0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0
44.0,1,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,0,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,0,1,0
34.0,1,0,1,1,3.481240089335692,0,0,1,0,0,0,1,0,0,0,1,0
18.0,1,0,0,2,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
30.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
10.0,0,0,0,2,3.184284380098582,0,0,0,1,0,0,1,0,0,0,0,1
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,1,0,0,0,0,1,0,0
21.0,0,1,0,0,2.0455356796500372,0,0,0,1,0,1,0,0,0,1,0,0
29.0,0,1,0,0,2.063693184711697,0,0,0,1,0,0,1,0,0,1,0,0
28.0,0,0,1,1,2.667228206581955,0,0,0,1,0,0,1,0,0,0,1,0
18.0,0,1,1,1,3.006301224903225,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
28.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
19.0,1,0,0,0,3.258096538021482,0,0,1,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
32.0,1,1,0,0,2.0856720914304723,2,0,0,1,0,0,1,0,0,1,0,0
28.0,1,1,0,0,3.279029747687948,1,1,0,0,0,0,1,0,0,1,0,0
0.0,1,0,1,0,2.7788192719904172,0,0,0,1,0,0,1,0,0,0,1,0
42.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
17.0,0,1,0,0,1.9636097261547143,0,0,0,1,0,0,1,0,0,1,0,0
50.0,0,1,1,0,4.023564380161053,2,1,0,0,0,0,1,0,0,1,0,0
14.0,1,0,1,2,4.787491742782046,6,1,0,0,0,0,1,0,1,0,0,0
21.0,0,0,2,2,3.5373295559867355,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,0,2,3,2.9311937524164198,0,0,1,0,0,0,1,0,0,0,1,0
64.0,0,1,1,4,5.572154032177765,1,1,0,0,0,0,1,0,0,1,0,0
31.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
45.0,1,0,1,1,3.2676659890376327,0,0,1,0,0,0,1,0,0,0,1,0
20.0,0,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,1,0,0
25.0,0,1,1,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
28.0,1,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,0,0,1
0.0,1,1,0,0,2.0934060820302083,0,0,0,1,0,0,1,0,0,1,0,0
4.0,1,1,0,2,4.404989703685167,5,1,0,0,0,0,1,1,0,0,0,0
13.0,1,0,0,1,2.970414465569701,0,0,1,0,0,0,1,0,1,0,0,0
34.0,1,1,0,0,3.279029747687948,0,1,0,0,0,0,1,0,0,1,0,0
5.0,1,0,2,1,2.957942136638392,0,0,0,1,1,0,0,0,1,0,0,0
52.0,1,1,0,0,3.417726683613366,1,1,0,0,0,0,1,0,0,0,0,1
36.0,0,1,1,2,3.3232358401924436,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,1,0,2.9940658859009823,0,0,0,1,0,0,1,0,0,1,0,0
30.0,0,1,0,0,3.3232358401924436,1,1,0,0,1,0,0,0,0,1,0,0
49.0,1,1,1,0,4.489806471412939,1,1,0,0,1,0,0,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
29.0,1,1,0,0,2.0663309725297405,0,0,0,1,1,0,0,0,0,1,0,0
65.0,0,1,0,0,3.279029747687948,2,1,0,0,0,0,1,0,0,1,0,0
0.0,1,0,1,0,3.948595985658986,4,1,0,0,0,0,1,0,0,0,1,0
50.0,1,0,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
48.0,1,1,0,0,3.279029747687948,2,1,0,0,0,0,1,0,0,1,0,0
34.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
47.0,0,1,0,0,3.6506582412937387,2,1,0,0,0,0,1,0,0,1,0,0
48.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
38.0,0,1,0,0,1.9530276168241774,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0
56.0,0,1,0,0,3.279029747687948,0,1,0,0,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.044461822783809,0,0,0,1,0,1,0,0,0,1,0,0
0.75,1,0,2,1,2.957942136638392,0,0,0,1,1,0,0,0,1,0,0,0
0.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
38.0,0,1,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
33.0,1,0,1,2,3.3232358401924436,0,0,1,0,0,0,1,0,0,0,1,0
23.0,1,0,0,0,2.6240669619446257,4,0,1,0,1,0,0,0,0,0,1,0
22.0,0,0,0,0,2.2862016137435215,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,3.9512437185814275,5,1,0,0,0,0,1,0,0,1,0,0
34.0,0,1,1,0,3.044522437723423,0,0,1,0,0,0,1,0,0,1,0,0
29.0,0,1,1,0,1.9524316946169533,0,0,0,1,0,0,1,0,0,1,0,0
22.0,0,1,0,0,2.017672515282204,0,0,0,1,0,0,1,0,0,1,0,0
2.0,1,0,0,1,2.5085824854732848,0,0,0,1,0,0,1,0,1,0,0,0
9.0,0,1,5,2,3.8480176754522337,0,0,0,1,0,0,1,1,0,0,0,0
0.0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0
50.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
63.0,1,0,0,0,2.260460166693375,0,0,0,1,0,0,1,0,0,0,1,0
25.0,1,1,1,0,4.51172945766992,6,1,0,0,1,0,0,0,0,1,0,0
0.0,0,0,3,1,3.237371716404032,0,0,0,1,0,0,1,0,1,0,0,0
35.0,1,0,1,0,4.499809670330265,1,1,0,0,0,0,1,0,0,0,1,0
58.0,0,1,0,0,3.391147045808654,6,1,0,0,1,0,0,0,0,1,0,0
30.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
9.0,1,1,1,1,2.766319109226186,0,0,0,1,0,0,1,1,0,0,0,0
0.0,0,1,1,0,2.9940658859009823,0,0,0,1,0,0,1,0,0,1,0,0
21.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
55.0,0,1,0,0,3.417726683613366,1,1,0,0,0,0,1,0,0,1,0,0
71.0,0,1,0,0,3.902057514460064,0,1,0,0,1,0,0,0,0,1,0,0
21.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.671268644120752,0,0,0,1,1,0,0,0,0,1,0,0
54.0,1,0,1,0,4.3601222251801195,4,1,0,0,1,0,0,0,1,0,0,0
0.0,0,1,0,0,2.714694743820879,0,0,0,1,0,0,1,0,0,1,0,0
25.0,0,0,1,2,5.020915603503812,1,1,0,0,0,0,1,0,0,0,1,0
24.0,0,1,0,0,2.0535851271346086,0,0,0,1,0,0,1,0,0,1,0,0
17.0,0,1,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
21.0,0,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0,0,0,0,2.0319829905201345,0,0,0,1,0,1,0,0,1,0,0,0
37.0,0,0,0,0,2.260460166693375,0,0,0,1,0,0,1,0,1,0,0,0
16.0,1,0,0,0,4.460144413937834,6,1,0,0,0,0,1,0,1,0,0,0
18.0,0,1,1,0,4.690430029938915,1,1,0,0,1,0,0,0,0,0,0,1
33.0,1,0,0,2,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
0.0,1,1,0,0,3.279029747687948,0,1,0,0,0,0,1,0,0,1,0,0
28.0,0,1,0,0,3.1146258034944014,0,0,0,1,0,0,1,0,0,1,0,0
26.0,1,1,0,0,4.034166299106131,0,0,0,1,0,0,1,0,0,1,0,0
29.0,1,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
36.0,1,1,0,0,3.2690935410288184,2,1,0,0,0,0,1,0,0,1,0,0
54.0,1,0,1,0,4.084294226368599,0,1,0,0,1,0,0,0,0,0,1,0
24.0,0,1,0,0,2.0143428636837015,0,0,0,1,0,0,1,0,0,1,0,0
47.0,0,1,0,0,3.5269721022703,4,1,0,0,0,0,1,0,0,1,0,0
34.0,1,0,0,0,2.3513752571634776,7,0,1,0,0,0,1,0,0,0,1,0
0.0,0,1,0,0,3.184284380098582,0,0,0,1,0,1,0,0,0,1,0,0
36.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
32.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
30.0,1,0,0,0,4.537961436294641,6,1,0,0,0,0,1,0,1,0,0,0
22.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
44.0,1,0,0,1,4.0600843255369865,6,1,0,0,1,0,0,0,0,0,1,0
0.0,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
40.5,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
50.0,1,0,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,5.401682292340279,1,1,0,0,0,0,1,0,0,1,0,0
39.0,0,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
23.0,0,1,2,1,2.4423470353692043,0,0,1,0,0,0,1,0,0,1,0,0
2.0,1,0,1,1,3.258096538021482,0,0,1,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
17.0,0,1,1,1,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
0.0,1,0,0,2,3.107197616774036,0,0,0,1,1,0,0,0,0,0,1,0
30.0,0,0,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,1,0,0,0
7.0,1,0,0,2,3.2676659890376327,0,0,1,0,0,0,1,0,1,0,0,0
45.0,0,1,0,0,3.279029747687948,6,1,0,0,0,0,1,0,0,0,0,1
30.0,1,0,0,0,4.667440511714216,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0,1,0,0,2.6741486494265287,0,0,0,1,0,0,1,0,0,1,0,0
22.0,1,0,0,2,3.901972669574645,6,1,0,0,1,0,0,0,1,0,0,0
36.0,1,0,0,2,4.2626798770413155,6,1,0,0,0,0,1,0,1,0,0,0
9.0,0,0,4,2,3.442819056352975,0,0,0,1,0,0,1,0,1,0,0,0
11.0,0,0,4,2,3.442819056352975,0,0,0,1,0,0,1,0,1,0,0,0
32.0,1,1,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
50.0,0,1,1,0,4.667440511714216,1,1,0,0,1,0,0,0,0,1,0,0
64.0,0,1,0,0,3.258096538021482,0,1,0,0,0,0,1,0,0,1,0,0
19.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
0.0,1,1,0,0,2.6291873526764853,0,0,1,0,1,0,0,0,0,0,0,1
33.0,0,1,1,1,3.021643655338492,0,0,0,1,0,0,1,0,0,1,0,0
8.0,1,1,1,1,3.6041382256588457,0,0,1,0,0,0,1,1,0,0,0,0
17.0,1,1,0,2,4.708478296903478,1,1,0,0,1,0,0,0,0,1,0,0
27.0,0,1,0,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0578603336462318,0,0,0,1,0,1,0,0,0,1,0,0
22.0,1,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
22.0,1,0,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,1,0,0,0
62.0,0,1,0,0,3.279029747687948,0,1,0,0,0,0,1,0,0,1,0,0
48.0,1,0,1,0,3.6788291182604347,5,1,0,0,1,0,0,0,0,0,0,1
0.0,0,1,0,0,5.427260122463419,0,1,0,0,1,0,0,0,0,1,0,0
39.0,1,0,1,1,4.3776420363560575,2,1,0,0,0,0,1,0,0,0,1,0
36.0,1,0,1,0,2.856470206220483,0,0,0,1,0,0,1,0,0,0,0,1
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
40.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
28.0,0,1,0,0,2.6026896854443837,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,0,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,1,0,0,0
24.0,0,1,2,0,3.184284380098582,0,0,0,1,0,0,1,0,0,1,0,0
19.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
29.0,0,0,0,4,3.048087503887919,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
32.0,1,1,0,0,2.061048420562944,0,0,0,1,0,0,1,0,0,1,0,0
62.0,1,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
53.0,1,0,2,0,3.9411778425916384,1,1,0,0,0,0,1,0,0,0,1,0
36.0,1,1,0,0,3.272890413174439,2,1,0,0,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
16.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
19.0,0,1,0,0,2.6741486494265287,0,0,0,1,0,0,1,0,0,1,0,0
34.0,1,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
39.0,1,0,1,0,4.023564380161053,2,1,0,0,0,0,1,0,0,0,1,0
0.0,0,0,1,0,2.671268644120752,0,0,0,1,1,0,0,0,0,0,1,0
32.0,1,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
25.0,1,0,1,1,3.4011973816621555,0,0,1,0,0,0,1,0,1,0,0,0
39.0,1,0,1,1,4.708478296903478,1,1,0,0,1,0,0,0,0,0,1,0
54.0,0,1,0,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
36.0,0,1,0,0,3.69199958145018,5,1,0,0,1,0,0,0,0,1,0,0
0.0,0,1,0,0,2.1647587760866425,0,0,0,1,1,0,0,0,0,1,0,0
18.0,1,0,0,2,4.3776420363560575,2,1,0,0,0,0,1,0,1,0,0,0
47.0,0,1,0,0,2.70805020110221,0,0,1,0,0,0,1,0,0,1,0,0
60.0,1,1,1,1,4.37197629882038,6,1,0,0,1,0,0,0,0,1,0,0
22.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
35.0,0,1,0,0,1.9636097261547143,0,0,0,1,0,0,1,0,0,1,0,0
52.0,1,0,1,0,4.3601222251801195,4,1,0,0,1,0,0,0,0,0,1,0
